1.000000000000000000e+00,1.077000000000000000e+03
2.000000000000000000e+00,2.041000000000000000e+03
3.000000000000000000e+00,2.019000000000000000e+03
4.000000000000000000e+00,1.073000000000000000e+03
5.000000000000000000e+00,2.099000000000000000e+03
6.000000000000000000e+00,2.095000000000000000e+03
7.000000000000000000e+00,2.107000000000000000e+03
8.000000000000000000e+00,3.167000000000000000e+03
9.000000000000000000e+00,3.087000000000000000e+03
1.000000000000000000e+01,2.341000000000000000e+03
1.100000000000000000e+01,3.127000000000000000e+03
1.200000000000000000e+01,4.521000000000000000e+03
1.300000000000000000e+01,3.109000000000000000e+03
1.400000000000000000e+01,3.140000000000000000e+03
1.500000000000000000e+01,3.534000000000000000e+03
1.600000000000000000e+01,3.540000000000000000e+03
1.700000000000000000e+01,5.847000000000000000e+03
1.800000000000000000e+01,8.594000000000000000e+03
1.900000000000000000e+01,1.099700000000000000e+04
2.000000000000000000e+01,1.736800000000000000e+04
2.100000000000000000e+01,2.449500000000000000e+04
2.200000000000000000e+01,3.517100000000000000e+04
2.300000000000000000e+01,2.961100000000000000e+04
2.400000000000000000e+01,3.392100000000000000e+04
2.500000000000000000e+01,3.532000000000000000e+04
2.600000000000000000e+01,4.149100000000000000e+04
2.700000000000000000e+01,3.983800000000000000e+04
2.800000000000000000e+01,2.962700000000000000e+04
2.900000000000000000e+01,4.267000000000000000e+04
3.000000000000000000e+01,4.054000000000000000e+04
3.100000000000000000e+01,3.782500000000000000e+04
3.200000000000000000e+01,3.083600000000000000e+04
3.300000000000000000e+01,4.323200000000000000e+04
3.400000000000000000e+01,4.395400000000000000e+04
3.500000000000000000e+01,4.483000000000000000e+04
3.600000000000000000e+01,4.002600000000000000e+04
3.700000000000000000e+01,4.039400000000000000e+04
3.800000000000000000e+01,3.751800000000000000e+04
3.900000000000000000e+01,3.410000000000000000e+04
4.000000000000000000e+01,3.962100000000000000e+04
4.100000000000000000e+01,4.214800000000000000e+04
4.200000000000000000e+01,3.261500000000000000e+04
4.300000000000000000e+01,5.152600000000000000e+04
4.400000000000000000e+01,3.531100000000000000e+04
4.500000000000000000e+01,3.308000000000000000e+04
4.600000000000000000e+01,3.734600000000000000e+04
4.700000000000000000e+01,4.711400000000000000e+04
4.800000000000000000e+01,5.052900000000000000e+04
4.900000000000000000e+01,5.741500000000000000e+04
5.000000000000000000e+01,3.490700000000000000e+04
5.100000000000000000e+01,5.311900000000000000e+04
5.200000000000000000e+01,5.438600000000000000e+04
5.300000000000000000e+01,4.095700000000000000e+04
5.400000000000000000e+01,4.587000000000000000e+04
5.500000000000000000e+01,4.618600000000000000e+04
5.600000000000000000e+01,4.077500000000000000e+04
5.700000000000000000e+01,4.154500000000000000e+04
5.800000000000000000e+01,6.116900000000000000e+04
5.900000000000000000e+01,5.298700000000000000e+04
6.000000000000000000e+01,4.434400000000000000e+04
6.100000000000000000e+01,9.324200000000000000e+04
6.200000000000000000e+01,4.523600000000000000e+04
6.300000000000000000e+01,5.283400000000000000e+04
6.400000000000000000e+01,5.069900000000000000e+04
